id,Period,Data_value,Series_title_2
1,2004.03,16307.6,Credit
2,2005.03,18481.2,Credit
3,2006.03,20210.6,Credit
4,2007.03,22272.1,Credit
5,2008.03,23982.4,Credit
6,2009.03,24381.1,Credit
7,2010.03,24135.6,Credit
8,2011.03,24851.6,Credit
9,2012.03,26411.2,Credit
10,2013.03,27504.1,Credit
11,2014.03,29840.0,Credit
12,2015.03,31607.8,Credit
13,2016.03,34681.6,Credit
14,2017.03,39191.6,Credit
15,2018.03,46065.7,Credit
16,2019.03,50302.3,Credit
17,2020.03,52670.7,Credit
18,2021.03,55518.7,Credit
19,2022.03,61696.6,Credit
20,2004.03,20571.1,Debit
21,2005.03,22274.9,Debit
22,2006.03,24093.1,Debit
23,2007.03,26344.6,Debit
24,2008.03,28686.8,Debit
25,2009.03,30094.4,Debit
26,2010.03,31841.8,Debit
27,2011.03,33773.3,Debit
28,2012.03,36203.5,Debit
29,2013.03,37792.0,Debit
30,2014.03,39407.1,Debit
31,2015.03,40712.5,Debit
32,2016.03,41807.0,Debit
33,2017.03,42142.5,Debit
34,2018.03,41618.6,Debit
35,2019.03,41143.5,Debit
36,2020.03,41298.0,Debit
37,2021.03,34397.4,Debit
38,2022.03,33128.3,Debit
39,2004.03,981.4,Services
40,2005.03,1129.4,Services
41,2006.03,1269.5,Services
42,2007.03,1412.3,Services
43,2008.03,1563.6,Services
44,2009.03,1671.6,Services
45,2010.03,1762.2,Services
46,2011.03,1846.8,Services
47,2012.03,1975.0,Services
48,2013.03,2096.4,Services
49,2014.03,2358.2,Services
50,2015.03,2591.7,Services
51,2016.03,2796.7,Services
52,2017.03,3023.5,Services
53,2018.03,3304.7,Services
54,2019.03,3525.6,Services
55,2020.03,3630.0,Services
56,2021.03,3465.2,Services
57,2022.03,3554.4,Services
58,2004.03,175164639.0,Credit
59,2005.03,195790533.0,Credit
60,2006.03,210968205.0,Credit
61,2007.03,225913337.0,Credit
62,2008.03,240051535.0,Credit
63,2009.03,245016363.0,Credit
64,2010.03,251415302.0,Credit
65,2011.03,256962888.0,Credit
66,2012.03,271075612.0,Credit
67,2013.03,289001419.0,Credit
68,2014.03,323503974.0,Credit
69,2015.03,363251739.0,Credit
70,2016.03,430282120.0,Credit
71,2017.03,543191000.0,Credit
72,2018.03,693853089.0,Credit
73,2019.03,793562791.0,Credit
74,2020.03,852565339.0,Credit
75,2021.03,967199480.0,Credit
76,2022.03,1055538960.0,Credit
77,2004.03,509814572.0,Debit
78,2005.03,558839222.0,Debit
79,2006.03,610772760.0,Debit
80,2007.03,666142647.0,Debit
81,2008.03,734739528.0,Debit
82,2009.03,782427695.0,Debit
83,2010.03,840540083.0,Debit
84,2011.03,894644906.0,Debit
85,2012.03,944043462.0,Debit
86,2013.03,983374794.0,Debit
87,2014.03,1026274143.0,Debit
88,2015.03,1063773918.0,Debit
89,2016.03,1083708547.0,Debit
90,2017.03,1084268722.0,Debit
91,2018.03,1060412526.0,Debit
92,2019.03,1041887440.0,Debit
93,2020.03,1021875875.0,Debit
94,2021.03,765492859.0,Debit
95,2022.03,709745173.0,Debit
96,2002.1,1204.4,Credit
97,2002.11,1291.3,Credit
98,2002.12,1587.8,Credit
99,2003.01,1275.4,Credit
100,2003.02,1246.5,Credit
101,2003.03,1326.0,Credit
102,2003.04,1215.2,Credit
103,2003.05,1236.9,Credit
104,2003.06,1144.4,Credit
105,2003.07,1270.9,Credit
106,2003.08,1243.0,Credit
107,2003.09,1238.7,Credit
108,2003.1,1334.8,Credit
109,2003.11,1429.8,Credit
110,2003.12,1797.0,Credit
111,2004.01,1434.4,Credit
112,2004.02,1414.9,Credit
113,2004.03,1547.6,Credit
114,2004.04,1437.6,Credit
115,2004.05,1417.6,Credit
116,2004.06,1357.0,Credit
117,2004.07,1470.4,Credit
118,2004.08,1438.5,Credit
119,2004.09,1429.9,Credit
120,2004.1,1513.8,Credit
121,2004.11,1640.9,Credit
122,2004.12,1967.8,Credit
123,2005.01,1551.9,Credit
124,2005.02,1565.5,Credit
125,2005.03,1690.4,Credit
126,2005.04,1575.6,Credit
127,2005.05,1529.3,Credit
128,2005.06,1490.4,Credit
129,2005.07,1604.4,Credit
130,2005.08,1589.3,Credit
131,2005.09,1578.6,Credit
132,2005.1,1656.4,Credit
133,2005.11,1773.0,Credit
134,2005.12,2114.1,Credit
135,2006.01,1694.8,Credit
136,2006.02,1703.7,Credit
137,2006.03,1901.1,Credit
138,2006.04,1692.9,Credit
139,2006.05,1757.3,Credit
140,2006.06,1664.8,Credit
141,2006.07,1750.5,Credit
142,2006.08,1760.8,Credit
143,2006.09,1717.2,Credit
144,2006.1,1819.8,Credit
145,2006.11,1962.1,Credit
146,2006.12,2337.1,Credit
147,2007.01,1876.6,Credit
148,2007.02,1867.5,Credit
149,2007.03,2065.6,Credit
150,2007.04,1823.6,Credit
151,2007.05,1871.4,Credit
152,2007.06,1787.8,Credit
153,2007.07,1881.0,Credit
154,2007.08,1894.7,Credit
155,2007.09,1853.5,Credit
156,2007.1,1972.6,Credit
157,2007.11,2156.3,Credit
158,2007.12,2507.8,Credit
159,2008.01,2034.6,Credit
160,2008.02,2074.5,Credit
161,2008.03,2124.5,Credit
162,2008.04,1979.6,Credit
163,2008.05,2016.7,Credit
164,2008.06,1864.1,Credit
165,2008.07,2016.8,Credit
166,2008.08,1969.5,Credit
167,2008.09,1958.4,Credit
168,2008.1,2053.3,Credit
169,2008.11,2072.4,Credit
170,2008.12,2461.2,Credit
171,2009.01,1965.8,Credit
172,2009.02,1940.4,Credit
173,2009.03,2082.9,Credit
174,2009.04,1902.6,Credit
175,2009.05,1906.3,Credit
176,2009.06,1806.2,Credit
177,2009.07,1957.7,Credit
178,2009.08,1897.7,Credit
179,2009.09,1896.5,Credit
180,2009.1,1999.7,Credit
181,2009.11,2089.6,Credit
182,2009.12,2525.8,Credit
183,2010.01,2004.7,Credit
184,2010.02,1970.3,Credit
185,2010.03,2178.6,Credit
186,2010.04,1942.4,Credit
187,2010.05,1950.2,Credit
188,2010.06,1868.3,Credit
189,2010.07,1978.6,Credit
190,2010.08,1931.9,Credit
191,2010.09,1968.1,Credit
192,2010.1,2017.9,Credit
193,2010.11,2202.3,Credit
194,2010.12,2620.1,Credit
195,2011.01,2080.9,Credit
196,2011.02,2061.4,Credit
197,2011.03,2229.5,Credit
198,2011.04,2069.2,Credit
199,2011.05,2062.6,Credit
200,2011.06,1966.6,Credit
201,2011.07,2091.0,Credit
202,2011.08,2054.8,Credit
203,2011.09,2070.3,Credit
204,2011.1,2200.1,Credit
205,2011.11,2331.5,Credit
206,2011.12,2771.2,Credit
207,2012.01,2209.4,Credit
208,2012.02,2230.0,Credit
209,2012.03,2354.6,Credit
210,2012.04,2112.1,Credit
211,2012.05,2188.9,Credit
212,2012.06,2076.8,Credit
213,2012.07,2136.6,Credit
214,2012.08,2186.6,Credit
215,2012.09,2136.8,Credit
216,2012.1,2292.7,Credit
217,2012.11,2451.3,Credit
218,2012.12,2855.8,Credit
219,2013.01,2333.8,Credit
220,2013.02,2290.5,Credit
221,2013.03,2442.0,Credit
222,2013.04,2306.3,Credit
223,2013.05,2352.4,Credit
224,2013.06,2221.0,Credit
225,2013.07,2375.1,Credit
226,2013.08,2369.5,Credit
227,2013.09,2288.2,Credit
228,2013.1,2502.5,Credit
229,2013.11,2654.4,Credit
230,2013.12,3100.6,Credit
231,2014.01,2563.1,Credit
232,2014.02,2478.4,Credit
233,2014.03,2628.6,Credit
234,2014.04,2430.7,Credit
235,2014.05,2524.8,Credit
236,2014.06,2363.6,Credit
237,2014.07,2499.0,Credit
238,2014.08,2462.8,Credit
239,2014.09,2445.3,Credit
240,2014.1,2682.3,Credit
241,2014.11,2779.1,Credit
242,2014.12,3288.7,Credit
243,2015.01,2692.0,Credit
244,2015.02,2616.8,Credit
245,2015.03,2822.6,Credit
246,2015.04,2572.2,Credit
247,2015.05,2683.1,Credit
248,2015.06,2595.7,Credit
249,2015.07,2774.3,Credit
250,2015.08,2700.9,Credit
251,2015.09,2693.0,Credit
252,2015.1,2926.3,Credit
253,2015.11,3050.5,Credit
254,2015.12,3629.9,Credit
255,2016.01,2975.5,Credit
256,2016.02,2982.9,Credit
257,2016.03,3097.3,Credit
258,2016.04,2933.4,Credit
259,2016.05,2937.2,Credit
260,2016.06,2855.0,Credit
261,2016.07,2998.1,Credit
262,2016.08,2948.8,Credit
263,2016.09,3004.3,Credit
264,2016.1,3210.7,Credit
265,2016.11,3366.1,Credit
266,2016.12,4017.0,Credit
267,2017.01,3614.6,Credit
268,2017.02,3487.9,Credit
269,2017.03,3818.5,Credit
270,2017.04,3477.2,Credit
271,2017.05,3597.6,Credit
272,2017.06,3462.5,Credit
273,2017.07,3563.7,Credit
274,2017.08,3594.0,Credit
275,2017.09,3554.0,Credit
276,2017.1,3815.2,Credit
277,2017.11,4100.6,Credit
278,2017.12,4727.0,Credit
279,2018.01,4037.6,Credit
280,2018.02,3888.3,Credit
281,2018.03,4248.0,Credit
282,2018.04,3830.5,Credit
283,2018.05,3978.5,Credit
284,2018.06,3835.2,Credit
285,2018.07,3944.4,Credit
286,2018.08,4024.5,Credit
287,2018.09,3961.2,Credit
288,2018.1,4296.0,Credit
289,2018.11,4496.4,Credit
290,2018.12,5002.4,Credit
291,2019.01,4350.1,Credit
292,2019.02,4135.8,Credit
293,2019.03,4447.2,Credit
294,2019.04,4143.2,Credit
295,2019.05,4230.3,Credit
296,2019.06,4004.2,Credit
297,2019.07,4150.2,Credit
298,2019.08,4229.3,Credit
299,2019.09,4123.2,Credit
300,2019.1,4450.3,Credit
301,2019.11,4747.5,Credit
302,2019.12,5266.5,Credit
303,2020.01,4584.2,Credit
304,2020.02,4475.2,Credit
305,2020.03,4266.7,Credit
306,2020.04,2487.9,Credit
307,2020.05,4292.8,Credit
308,2020.06,4627.9,Credit
309,2020.07,4797.2,Credit
310,2020.08,4472.1,Credit
311,2020.09,4693.8,Credit
312,2020.1,5073.8,Credit
313,2020.11,5111.0,Credit
314,2020.12,5803.5,Credit
315,2021.01,4807.1,Credit
316,2021.02,4419.8,Credit
317,2021.03,4931.7,Credit
318,2021.04,4864.7,Credit
319,2021.05,5078.4,Credit
320,2021.06,4985.5,Credit
321,2021.07,5360.7,Credit
322,2021.08,4246.3,Credit
323,2021.09,4351.8,Credit
324,2021.1,5041.0,Credit
325,2021.11,5638.6,Credit
326,2021.12,6511.0,Credit
327,2022.01,5441.5,Credit
328,2022.02,4805.5,Credit
329,2022.03,5371.7,Credit
330,2022.04,5393.3,Credit
331,2022.05,5648.3,Credit
332,2022.06,5506.8,Credit
333,2022.07,5677.8,Credit
334,2022.08,5677.4,Credit
335,2022.09,5758.2,Credit
336,2022.1,6086.1,Credit
337,2022.11,6275.9,Credit
338,2022.12,7018.3,Credit
339,2002.1,1615.6,Debit
340,2002.11,1588.7,Debit
341,2002.12,1910.6,Debit
342,2003.01,1573.5,Debit
343,2003.02,1466.9,Debit
344,2003.03,1615.7,Debit
345,2003.04,1586.3,Debit
346,2003.05,1676.5,Debit
347,2003.06,1552.4,Debit
348,2003.07,1687.0,Debit
349,2003.08,1684.8,Debit
350,2003.09,1632.9,Debit
351,2003.1,1741.5,Debit
352,2003.11,1737.1,Debit
353,2003.12,2114.9,Debit
354,2004.01,1732.1,Debit
355,2004.02,1642.1,Debit
356,2004.03,1783.3,Debit
357,2004.04,1778.6,Debit
358,2004.05,1793.2,Debit
359,2004.06,1730.0,Debit
360,2004.07,1855.4,Debit
361,2004.08,1791.6,Debit
362,2004.09,1791.5,Debit
363,2004.1,1847.8,Debit
364,2004.11,1877.7,Debit
365,2004.12,2291.6,Debit
366,2005.01,1838.9,Debit
367,2005.02,1746.2,Debit
368,2005.03,1932.5,Debit
369,2005.04,1917.4,Debit
370,2005.05,1907.8,Debit
371,2005.06,1882.7,Debit
372,2005.07,1977.6,Debit
373,2005.08,1959.8,Debit
374,2005.09,1954.4,Debit
375,2005.1,2013.1,Debit
376,2005.11,2049.2,Debit
377,2005.12,2464.0,Debit
378,2006.01,1974.8,Debit
379,2006.02,1876.1,Debit
380,2006.03,2116.4,Debit
381,2006.04,2040.7,Debit
382,2006.05,2115.8,Debit
383,2006.06,2069.1,Debit
384,2006.07,2128.4,Debit
385,2006.08,2143.3,Debit
386,2006.09,2112.9,Debit
387,2006.1,2170.3,Debit
388,2006.11,2243.0,Debit
389,2006.12,2707.3,Debit
390,2007.01,2182.7,Debit
391,2007.02,2088.9,Debit
392,2007.03,2342.2,Debit
393,2007.04,2234.2,Debit
394,2007.05,2333.4,Debit
395,2007.06,2262.2,Debit
396,2007.07,2306.5,Debit
397,2007.08,2369.2,Debit
398,2007.09,2293.3,Debit
399,2007.1,2379.8,Debit
400,2007.11,2464.4,Debit
401,2007.12,2907.7,Debit
402,2008.01,2374.9,Debit
403,2008.02,2324.2,Debit
404,2008.03,2437.0,Debit
405,2008.04,2375.4,Debit
406,2008.05,2507.1,Debit
407,2008.06,2296.3,Debit
408,2008.07,2459.3,Debit
409,2008.08,2480.4,Debit
410,2008.09,2413.8,Debit
411,2008.1,2587.9,Debit
412,2008.11,2547.1,Debit
413,2008.12,3022.2,Debit
414,2009.01,2513.7,Debit
415,2009.02,2341.3,Debit
416,2009.03,2549.9,Debit
417,2009.04,2528.3,Debit
418,2009.05,2631.0,Debit
419,2009.06,2454.7,Debit
420,2009.07,2632.8,Debit
421,2009.08,2605.4,Debit
422,2009.09,2557.1,Debit
423,2009.1,2697.3,Debit
424,2009.11,2652.6,Debit
425,2009.12,3211.2,Debit
426,2010.01,2641.8,Debit
427,2010.02,2477.2,Debit
428,2010.03,2752.5,Debit
429,2010.04,2654.0,Debit
430,2010.05,2704.0,Debit
431,2010.06,2592.3,Debit
432,2010.07,2781.9,Debit
433,2010.08,2704.6,Debit
434,2010.09,2708.2,Debit
435,2010.1,2865.7,Debit
436,2010.11,2876.5,Debit
437,2010.12,3454.0,Debit
438,2011.01,2803.6,Debit
439,2011.02,2650.3,Debit
440,2011.03,2978.2,Debit
441,2011.04,2923.0,Debit
442,2011.05,2916.1,Debit
443,2011.06,2837.2,Debit
444,2011.07,2979.9,Debit
445,2011.08,2938.8,Debit
446,2011.09,2899.5,Debit
447,2011.1,3020.3,Debit
448,2011.11,3043.6,Debit
449,2011.12,3636.7,Debit
450,2012.01,2946.2,Debit
451,2012.02,2913.5,Debit
452,2012.03,3148.6,Debit
453,2012.04,2974.0,Debit
454,2012.05,3127.5,Debit
455,2012.06,3002.8,Debit
456,2012.07,3050.7,Debit
457,2012.08,3143.7,Debit
458,2012.09,2998.3,Debit
459,2012.1,3152.4,Debit
460,2012.11,3241.1,Debit
461,2012.12,3751.6,Debit
462,2013.01,3145.6,Debit
463,2013.02,2959.7,Debit
464,2013.03,3244.5,Debit
465,2013.04,3118.4,Debit
466,2013.05,3269.6,Debit
467,2013.06,3090.3,Debit
468,2013.07,3232.3,Debit
469,2013.08,3290.2,Debit
470,2013.09,3090.8,Debit
471,2013.1,3328.7,Debit
472,2013.11,3390.5,Debit
473,2013.12,3902.2,Debit
474,2014.01,3267.1,Debit
475,2014.02,3077.6,Debit
476,2014.03,3349.4,Debit
477,2014.04,3237.0,Debit
478,2014.05,3463.1,Debit
479,2014.06,3184.2,Debit
480,2014.07,3358.7,Debit
481,2014.08,3355.2,Debit
482,2014.09,3199.8,Debit
483,2014.1,3472.0,Debit
484,2014.11,3442.0,Debit
485,2014.12,4029.8,Debit
486,2015.01,3391.4,Debit
487,2015.02,3149.6,Debit
488,2015.03,3429.6,Debit
489,2015.04,3335.0,Debit
490,2015.05,3484.4,Debit
491,2015.06,3280.2,Debit
492,2015.07,3483.2,Debit
493,2015.08,3409.6,Debit
494,2015.09,3313.1,Debit
495,2015.1,3560.3,Debit
496,2015.11,3492.1,Debit
497,2015.12,4171.2,Debit
498,2016.01,3420.1,Debit
499,2016.02,3331.8,Debit
500,2016.03,3526.0,Debit
501,2016.04,3479.5,Debit
502,2016.05,3474.3,Debit
503,2016.06,3401.9,Debit
504,2016.07,3538.8,Debit
505,2016.08,3417.0,Debit
506,2016.09,3382.7,Debit
507,2016.1,3548.3,Debit
508,2016.11,3558.2,Debit
509,2016.12,4198.9,Debit
510,2017.01,3391.5,Debit
511,2017.02,3216.2,Debit
512,2017.03,3535.3,Debit
513,2017.04,3375.0,Debit
514,2017.05,3505.7,Debit
515,2017.06,3361.3,Debit
516,2017.07,3410.1,Debit
517,2017.08,3426.8,Debit
518,2017.09,3343.9,Debit
519,2017.1,3479.0,Debit
520,2017.11,3587.6,Debit
521,2017.12,4129.3,Debit
522,2018.01,3345.2,Debit
523,2018.02,3137.2,Debit
524,2018.03,3517.5,Debit
525,2018.04,3265.4,Debit
526,2018.05,3454.7,Debit
527,2018.06,3328.4,Debit
528,2018.07,3373.4,Debit
529,2018.08,3445.8,Debit
530,2018.09,3304.1,Debit
531,2018.1,3479.2,Debit
532,2018.11,3527.1,Debit
533,2018.12,4002.4,Debit
534,2019.01,3357.1,Debit
535,2019.02,3151.3,Debit
536,2019.03,3454.8,Debit
537,2019.04,3312.2,Debit
538,2019.05,3491.6,Debit
539,2019.06,3268.7,Debit
540,2019.07,3398.1,Debit
541,2019.08,3482.4,Debit
542,2019.09,3292.9,Debit
543,2019.1,3539.5,Debit
544,2019.11,3604.2,Debit
545,2019.12,4032.6,Debit
546,2020.01,3413.1,Debit
547,2020.02,3356.4,Debit
548,2020.03,3106.2,Debit
549,2020.04,1143.7,Debit
550,2020.05,2412.1,Debit
551,2020.06,2950.2,Debit
552,2020.07,3225.0,Debit
553,2020.08,2828.3,Debit
554,2020.09,2959.9,Debit
555,2020.1,3204.2,Debit
556,2020.11,3175.8,Debit
557,2020.12,3664.7,Debit
558,2021.01,3038.0,Debit
559,2021.02,2780.1,Debit
560,2021.03,3015.4,Debit
561,2021.04,3017.6,Debit
562,2021.05,3114.5,Debit
563,2021.06,3002.1,Debit
564,2021.07,3139.0,Debit
565,2021.08,2187.1,Debit
566,2021.09,2123.4,Debit
567,2021.1,2497.5,Debit
568,2021.11,2774.8,Debit
569,2021.12,3321.8,Debit
570,2022.01,2776.4,Debit
571,2022.02,2486.0,Debit
572,2022.03,2688.2,Debit
573,2022.04,2748.0,Debit
574,2022.05,2831.3,Debit
575,2022.06,2743.8,Debit
576,2022.07,2808.4,Debit
577,2022.08,2845.8,Debit
578,2022.09,2847.4,Debit
579,2022.1,2979.0,Debit
580,2022.11,3022.9,Debit
581,2022.12,3414.5,Debit
582,2002.1,1229.4,Credit
583,2002.11,1221.9,Credit
584,2002.12,1294.1,Credit
585,2003.01,1265.0,Credit
586,2003.02,1266.9,Credit
587,2003.03,1263.2,Credit
588,2003.04,1259.2,Credit
589,2003.05,1271.5,Credit
590,2003.06,1277.5,Credit
591,2003.07,1309.0,Credit
592,2003.08,1311.9,Credit
593,2003.09,1331.7,Credit
594,2003.1,1346.8,Credit
595,2003.11,1380.3,Credit
596,2003.12,1447.4,Credit
597,2004.01,1429.1,Credit
598,2004.02,1405.0,Credit
599,2004.03,1455.5,Credit
600,2004.04,1476.4,Credit
601,2004.05,1482.1,Credit
602,2004.06,1501.8,Credit
603,2004.07,1504.4,Credit
604,2004.08,1526.7,Credit
605,2004.09,1532.4,Credit
606,2004.1,1547.6,Credit
607,2004.11,1563.2,Credit
608,2004.12,1571.7,Credit
609,2005.01,1575.5,Credit
610,2005.02,1595.7,Credit
611,2005.03,1592.3,Credit
612,2005.04,1624.9,Credit
613,2005.05,1598.0,Credit
614,2005.06,1642.3,Credit
615,2005.07,1660.8,Credit
616,2005.08,1665.5,Credit
617,2005.09,1674.6,Credit
618,2005.1,1700.0,Credit
619,2005.11,1692.1,Credit
620,2005.12,1695.0,Credit
621,2006.01,1724.6,Credit
622,2006.02,1740.2,Credit
623,2006.03,1772.6,Credit
624,2006.04,1783.5,Credit
625,2006.05,1814.1,Credit
626,2006.06,1818.7,Credit
627,2006.07,1823.2,Credit
628,2006.08,1847.0,Credit
629,2006.09,1819.8,Credit
630,2006.1,1863.3,Credit
631,2006.11,1868.6,Credit
632,2006.12,1895.3,Credit
633,2007.01,1890.6,Credit
634,2007.02,1912.7,Credit
635,2007.03,1933.3,Credit
636,2007.04,1916.7,Credit
637,2007.05,1934.6,Credit
638,2007.06,1955.7,Credit
639,2007.07,1960.8,Credit
640,2007.08,1965.7,Credit
641,2007.09,1994.8,Credit
642,2007.1,1992.2,Credit
643,2007.11,2039.4,Credit
644,2007.12,2045.6,Credit
645,2008.01,2055.6,Credit
646,2008.02,2036.3,Credit
647,2008.03,2024.7,Credit
648,2008.04,2069.3,Credit
649,2008.05,2070.7,Credit
650,2008.06,2067.6,Credit
651,2008.07,2082.0,Credit
652,2008.08,2075.5,Credit
653,2008.09,2073.2,Credit
654,2008.1,2052.1,Credit
655,2008.11,2003.2,Credit
656,2008.12,1982.7,Credit
657,2009.01,1969.8,Credit
658,2009.02,1995.4,Credit
659,2009.03,1988.8,Credit
660,2009.04,1986.5,Credit
661,2009.05,1978.4,Credit
662,2009.06,1983.6,Credit
663,2009.07,2004.0,Credit
664,2009.08,2014.4,Credit
665,2009.09,2006.5,Credit
666,2009.1,2000.9,Credit
667,2009.11,2008.1,Credit
668,2009.12,2037.6,Credit
669,2010.01,2027.8,Credit
670,2010.02,2027.9,Credit
671,2010.03,2063.3,Credit
672,2010.04,2013.3,Credit
673,2010.05,2036.2,Credit
674,2010.06,2050.9,Credit
675,2010.07,2035.5,Credit
676,2010.08,2052.9,Credit
677,2010.09,2078.8,Credit
678,2010.1,2036.0,Credit
679,2010.11,2095.6,Credit
680,2010.12,2091.3,Credit
681,2011.01,2112.2,Credit
682,2011.02,2123.4,Credit
683,2011.03,2123.2,Credit
684,2011.04,2151.9,Credit
685,2011.05,2150.9,Credit
686,2011.06,2147.0,Credit
687,2011.07,2179.8,Credit
688,2011.08,2159.3,Credit
689,2011.09,2176.1,Credit
690,2011.1,2227.7,Credit
691,2011.11,2217.9,Credit
692,2011.12,2220.4,Credit
693,2012.01,2238.6,Credit
694,2012.02,2214.3,Credit
695,2012.03,2234.8,Credit
696,2012.04,2228.8,Credit
697,2012.05,2257.9,Credit
698,2012.06,2250.8,Credit
699,2012.07,2241.4,Credit
700,2012.08,2279.5,Credit
701,2012.09,2306.1,Credit
702,2012.1,2289.2,Credit
703,2012.11,2306.3,Credit
704,2012.12,2330.0,Credit
705,2013.01,2335.4,Credit
706,2013.02,2361.3,Credit
707,2013.03,2350.5,Credit
708,2013.04,2411.0,Credit
709,2013.05,2398.4,Credit
710,2013.06,2447.5,Credit
711,2013.07,2461.9,Credit
712,2013.08,2480.5,Credit
713,2013.09,2464.6,Credit
714,2013.1,2500.7,Credit
715,2013.11,2504.2,Credit
716,2013.12,2535.8,Credit
717,2014.01,2534.2,Credit
718,2014.02,2553.4,Credit
719,2014.03,2549.4,Credit
720,2014.04,2539.0,Credit
721,2014.05,2582.1,Credit
722,2014.06,2586.4,Credit
723,2014.07,2592.5,Credit
724,2014.08,2608.0,Credit
725,2014.09,2616.1,Credit
726,2014.1,2652.4,Credit
727,2014.11,2675.6,Credit
728,2014.12,2667.6,Credit
729,2015.01,2664.9,Credit
730,2015.02,2694.4,Credit
731,2015.03,2736.3,Credit
732,2015.04,2677.8,Credit
733,2015.05,2772.3,Credit
734,2015.06,2810.1,Credit
735,2015.07,2848.2,Credit
736,2015.08,2879.0,Credit
737,2015.09,2881.3,Credit
738,2015.1,2902.5,Credit
739,2015.11,2923.9,Credit
740,2015.12,2968.1,Credit
741,2016.01,2971.1,Credit
742,2016.02,2956.9,Credit
743,2016.03,2970.9,Credit
744,2016.04,3038.2,Credit
745,2016.05,3051.8,Credit
746,2016.06,3079.7,Credit
747,2016.07,3124.4,Credit
748,2016.08,3102.0,Credit
749,2016.09,3172.9,Credit
750,2016.1,3234.7,Credit
751,2016.11,3201.1,Credit
752,2016.12,3286.1,Credit
753,2017.01,3622.1,Credit
754,2017.02,3601.2,Credit
755,2017.03,3631.1,Credit
756,2017.04,3674.4,Credit
757,2017.05,3688.4,Credit
758,2017.06,3695.7,Credit
759,2017.07,3736.6,Credit
760,2017.08,3777.2,Credit
761,2017.09,3743.8,Credit
762,2017.1,3829.4,Credit
763,2017.11,3886.8,Credit
764,2017.12,3941.5,Credit
765,2018.01,3999.5,Credit
766,2018.02,4036.0,Credit
767,2018.03,4072.0,Credit
768,2018.04,4032.7,Credit
769,2018.05,4077.3,Credit
770,2018.06,4084.6,Credit
771,2018.07,4131.3,Credit
772,2018.08,4162.0,Credit
773,2018.09,4229.1,Credit
774,2018.1,4241.1,Credit
775,2018.11,4228.1,Credit
776,2018.12,4227.4,Credit
777,2019.01,4328.4,Credit
778,2019.02,4325.8,Credit
779,2019.03,4342.7,Credit
780,2019.04,4336.8,Credit
781,2019.05,4272.9,Credit
782,2019.06,4321.7,Credit
783,2019.07,4281.9,Credit
784,2019.08,4362.9,Credit
785,2019.09,4352.7,Credit
786,2019.1,4373.1,Credit
787,2019.11,4475.2,Credit
788,2019.12,4482.4,Credit
789,2020.01,4536.0,Credit
790,2020.02,4567.2,Credit
791,2020.03,4226.4,Credit
792,2020.04,2607.8,Credit
793,2020.05,4380.3,Credit
794,2020.06,4895.6,Credit
795,2020.07,4884.9,Credit
796,2020.08,4664.5,Credit
797,2020.09,4890.8,Credit
798,2020.1,4925.6,Credit
799,2020.11,4889.5,Credit
800,2020.12,4916.8,Credit
801,2021.01,4850.7,Credit
802,2021.02,4698.1,Credit
803,2021.03,4867.9,Credit
804,2021.04,5074.7,Credit
805,2021.05,5189.4,Credit
806,2021.06,5251.5,Credit
807,2021.07,5448.5,Credit
808,2021.08,4412.6,Credit
809,2021.09,4505.0,Credit
810,2021.1,4926.5,Credit
811,2021.11,5351.3,Credit
812,2021.12,5481.4,Credit
813,2022.01,5547.9,Credit
814,2022.02,5133.7,Credit
815,2022.03,5341.8,Credit
816,2022.04,5650.4,Credit
817,2022.05,5751.2,Credit
818,2022.06,5766.0,Credit
819,2022.07,5812.6,Credit
820,2022.08,5816.5,Credit
821,2022.09,5905.7,Credit
822,2022.1,5971.3,Credit
823,2022.11,5968.4,Credit
824,2022.12,5942.9,Credit
825,2002.1,1618.3,Debit
826,2002.11,1557.5,Debit
827,2002.12,1603.3,Debit
828,2003.01,1599.2,Debit
829,2003.02,1612.3,Debit
830,2003.03,1618.7,Debit
831,2003.04,1626.9,Debit
832,2003.05,1653.8,Debit
833,2003.06,1643.4,Debit
834,2003.07,1686.0,Debit
835,2003.08,1699.6,Debit
836,2003.09,1706.7,Debit
837,2003.1,1724.6,Debit
838,2003.11,1731.7,Debit
839,2003.12,1755.9,Debit
840,2004.01,1755.0,Debit
841,2004.02,1760.0,Debit
842,2004.03,1782.6,Debit
843,2004.04,1799.5,Debit
844,2004.05,1805.9,Debit
845,2004.06,1816.8,Debit
846,2004.07,1829.9,Debit
847,2004.08,1838.0,Debit
848,2004.09,1852.1,Debit
849,2004.1,1847.6,Debit
850,2004.11,1872.3,Debit
851,2004.12,1873.9,Debit
852,2005.01,1901.7,Debit
853,2005.02,1917.1,Debit
854,2005.03,1922.2,Debit
855,2005.04,1939.3,Debit
856,2005.05,1937.4,Debit
857,2005.06,1961.4,Debit
858,2005.07,1979.2,Debit
859,2005.08,1989.0,Debit
860,2005.09,2008.3,Debit
861,2005.1,2027.3,Debit
862,2005.11,2036.9,Debit
863,2005.12,2011.4,Debit
864,2006.01,2059.1,Debit
865,2006.02,2056.3,Debit
866,2006.03,2082.0,Debit
867,2006.04,2100.4,Debit
868,2006.05,2123.0,Debit
869,2006.06,2146.2,Debit
870,2006.07,2151.1,Debit
871,2006.08,2164.6,Debit
872,2006.09,2167.6,Debit
